source,target
"[5, 50, 12, 33, 27]","[27, 33, 12, 50, 5]"
"[53, 14, 31, 36, 52, 53]","[53, 52, 36, 31, 14, 53]"
"[43, 38, 56, 29, 45, 44, 52]","[52, 44, 45, 29, 56, 38, 43]"
"[17, 18, 52, 28, 49, 6, 10, 13]","[13, 10, 6, 49, 28, 52, 18, 17]"
"[15, 27, 56, 52, 29, 48, 44, 28, 27]","[27, 28, 44, 48, 29, 52, 56, 27, 15]"
"[7, 5, 39, 45]","[45, 39, 5, 7]"
"[21, 51, 44, 22, 10]","[10, 22, 44, 51, 21]"
"[9, 6, 33, 12, 4, 41]","[41, 4, 12, 33, 6, 9]"
"[52, 23, 52, 37, 19, 51, 53]","[53, 51, 19, 37, 52, 23, 52]"
"[48, 24, 22, 18, 46, 49, 11, 18]","[18, 11, 49, 46, 18, 22, 24, 48]"
"[35, 25, 35, 6, 45, 19, 7, 45, 40]","[40, 45, 7, 19, 45, 6, 35, 25, 35]"
"[10, 32, 47, 44]","[44, 47, 32, 10]"
"[46, 31, 41, 34, 48]","[48, 34, 41, 31, 46]"
"[36, 57, 14, 28, 6, 8]","[8, 6, 28, 14, 57, 36]"
"[29, 39, 45, 60, 56, 22, 19]","[19, 22, 56, 60, 45, 39, 29]"
"[42, 13, 42, 39, 46, 39, 38, 15]","[15, 38, 39, 46, 39, 42, 13, 42]"
"[55, 55, 56, 50, 12, 46, 29, 57, 41]","[41, 57, 29, 46, 12, 50, 56, 55, 55]"
"[34, 28, 48, 34]","[34, 48, 28, 34]"
"[23, 31, 4, 49, 31]","[31, 49, 4, 31, 23]"
"[53, 12, 45, 26, 13, 42]","[42, 13, 26, 45, 12, 53]"
"[35, 52, 34, 5, 26, 11, 52]","[52, 11, 26, 5, 34, 52, 35]"
"[48, 7, 58, 4, 30, 45, 11, 6]","[6, 11, 45, 30, 4, 58, 7, 48]"
"[48, 23, 59, 57, 17, 58, 6, 50, 50]","[50, 50, 6, 58, 17, 57, 59, 23, 48]"
"[52, 6, 58, 27]","[27, 58, 6, 52]"
"[39, 39, 55, 34, 27]","[27, 34, 55, 39, 39]"
"[26, 11, 5, 57, 14, 48]","[48, 14, 57, 5, 11, 26]"
"[38, 46, 13, 20, 37, 28, 7]","[7, 28, 37, 20, 13, 46, 38]"
"[42, 29, 14, 22, 16, 9, 56, 28]","[28, 56, 9, 16, 22, 14, 29, 42]"
"[32, 39, 24, 20, 44, 25, 23, 57, 38]","[38, 57, 23, 25, 44, 20, 24, 39, 32]"
"[24, 31, 8, 10]","[10, 8, 31, 24]"
"[60, 10, 36, 24, 23]","[23, 24, 36, 10, 60]"
"[22, 49, 54, 45, 30, 15]","[15, 30, 45, 54, 49, 22]"
"[60, 30, 60, 21, 47, 4, 17]","[17, 4, 47, 21, 60, 30, 60]"
"[41, 34, 27, 34, 18, 15, 28, 32]","[32, 28, 15, 18, 34, 27, 34, 41]"
"[53, 59, 15, 21, 24, 42, 47, 8, 56]","[56, 8, 47, 42, 24, 21, 15, 59, 53]"
"[30, 53, 26, 57]","[57, 26, 53, 30]"
"[4, 56, 28, 11, 15]","[15, 11, 28, 56, 4]"
"[39, 17, 8, 58, 19, 60]","[60, 19, 58, 8, 17, 39]"
"[40, 4, 27, 37, 38, 36, 57]","[57, 36, 38, 37, 27, 4, 40]"
"[15, 25, 12, 4, 38, 13, 15, 33]","[33, 15, 13, 38, 4, 12, 25, 15]"
"[60, 30, 44, 51, 13, 7, 12, 43, 24]","[24, 43, 12, 7, 13, 51, 44, 30, 60]"
"[18, 53, 47, 24]","[24, 47, 53, 18]"
"[49, 53, 20, 51, 28]","[28, 51, 20, 53, 49]"
"[21, 25, 18, 45, 18, 23]","[23, 18, 45, 18, 25, 21]"
"[26, 45, 45, 9, 14, 59, 58]","[58, 59, 14, 9, 45, 45, 26]"
"[22, 28, 58, 50, 8, 5, 17, 35]","[35, 17, 5, 8, 50, 58, 28, 22]"
"[14, 29, 45, 49, 46, 4, 58, 10, 60]","[60, 10, 58, 4, 46, 49, 45, 29, 14]"
"[50, 55, 13, 9]","[9, 13, 55, 50]"
"[19, 27, 9, 17, 46]","[46, 17, 9, 27, 19]"
"[12, 49, 31, 43, 5, 4]","[4, 5, 43, 31, 49, 12]"
"[16, 54, 21, 11, 43, 5, 32]","[32, 5, 43, 11, 21, 54, 16]"
"[33, 5, 19, 22, 32, 6, 26, 54]","[54, 26, 6, 32, 22, 19, 5, 33]"
"[26, 44, 37, 13, 33, 39, 10, 23, 40]","[40, 23, 10, 39, 33, 13, 37, 44, 26]"
"[43, 52, 59, 60]","[60, 59, 52, 43]"
"[40, 55, 21, 43, 32]","[32, 43, 21, 55, 40]"
"[57, 48, 59, 8, 18, 18]","[18, 18, 8, 59, 48, 57]"
"[60, 10, 31, 46, 15, 23, 43]","[43, 23, 15, 46, 31, 10, 60]"
"[39, 43, 58, 60, 21, 18, 22, 51]","[51, 22, 18, 21, 60, 58, 43, 39]"
"[18, 46, 25, 60, 58, 47, 10, 49, 38]","[38, 49, 10, 47, 58, 60, 25, 46, 18]"
"[39, 23, 20, 11]","[11, 20, 23, 39]"
"[48, 58, 26, 5, 23]","[23, 5, 26, 58, 48]"
"[50, 38, 59, 41, 52, 50]","[50, 52, 41, 59, 38, 50]"
"[38, 60, 60, 27, 16, 12, 20]","[20, 12, 16, 27, 60, 60, 38]"
"[54, 52, 51, 31, 4, 18, 27, 44]","[44, 27, 18, 4, 31, 51, 52, 54]"
"[58, 47, 39, 18, 14, 48, 10, 50, 46]","[46, 50, 10, 48, 14, 18, 39, 47, 58]"
"[45, 12, 17, 20]","[20, 17, 12, 45]"
"[31, 4, 25, 51, 12]","[12, 51, 25, 4, 31]"
"[45, 58, 42, 48, 34, 24]","[24, 34, 48, 42, 58, 45]"
"[37, 54, 6, 43, 35, 38, 60]","[60, 38, 35, 43, 6, 54, 37]"
"[54, 47, 43, 19, 20, 49, 50, 44]","[44, 50, 49, 20, 19, 43, 47, 54]"
"[30, 22, 43, 54, 15, 31, 55, 25, 36]","[36, 25, 55, 31, 15, 54, 43, 22, 30]"
"[16, 15, 50, 40]","[40, 50, 15, 16]"
"[27, 9, 36, 50, 28]","[28, 50, 36, 9, 27]"
"[6, 28, 32, 54, 41, 43]","[43, 41, 54, 32, 28, 6]"
"[56, 34, 15, 12, 55, 29, 30]","[30, 29, 55, 12, 15, 34, 56]"
"[6, 5, 12, 47, 58, 50, 44, 47]","[47, 44, 50, 58, 47, 12, 5, 6]"
"[29, 23, 45, 26, 32, 8, 18, 38, 21]","[21, 38, 18, 8, 32, 26, 45, 23, 29]"
"[41, 14, 12, 59]","[59, 12, 14, 41]"
"[49, 14, 9, 59, 13]","[13, 59, 9, 14, 49]"
"[31, 9, 46, 37, 10, 24]","[24, 10, 37, 46, 9, 31]"
"[19, 4, 32, 15, 39, 14, 16]","[16, 14, 39, 15, 32, 4, 19]"
"[24, 57, 20, 50, 25, 48, 43, 45]","[45, 43, 48, 25, 50, 20, 57, 24]"
"[34, 59, 19, 4, 21, 5, 48, 16, 39]","[39, 16, 48, 5, 21, 4, 19, 59, 34]"
"[59, 56, 5, 46]","[46, 5, 56, 59]"
"[25, 54, 15, 18, 13]","[13, 18, 15, 54, 25]"
"[26, 20, 14, 8, 50, 13]","[13, 50, 8, 14, 20, 26]"
"[38, 51, 10, 26, 49, 10, 60]","[60, 10, 49, 26, 10, 51, 38]"
"[38, 25, 19, 47, 9, 20, 37, 8]","[8, 37, 20, 9, 47, 19, 25, 38]"
"[24, 5, 50, 29, 8, 13, 30, 12, 8]","[8, 12, 30, 13, 8, 29, 50, 5, 24]"
"[34, 60, 33, 34]","[34, 33, 60, 34]"
"[28, 55, 28, 43, 46]","[46, 43, 28, 55, 28]"
"[59, 47, 42, 54, 59, 16]","[16, 59, 54, 42, 47, 59]"
"[43, 38, 47, 49, 55, 42, 20]","[20, 42, 55, 49, 47, 38, 43]"
"[6, 48, 43, 18, 38, 7, 27, 45]","[45, 27, 7, 38, 18, 43, 48, 6]"
"[48, 46, 6, 55, 9, 53, 35, 52, 40]","[40, 52, 35, 53, 9, 55, 6, 46, 48]"
"[32, 50, 18, 41]","[41, 18, 50, 32]"
"[56, 14, 41, 36, 51]","[51, 36, 41, 14, 56]"
"[5, 25, 50, 32, 30, 42]","[42, 30, 32, 50, 25, 5]"
"[49, 36, 15, 45, 58, 38, 12]","[12, 38, 58, 45, 15, 36, 49]"
"[54, 32, 51, 46, 30, 46, 12, 59]","[59, 12, 46, 30, 46, 51, 32, 54]"
"[31, 7, 24, 51, 42, 6, 39, 43, 53]","[53, 43, 39, 6, 42, 51, 24, 7, 31]"
"[16, 40, 14, 53]","[53, 14, 40, 16]"
"[14, 26, 14, 60, 48]","[48, 60, 14, 26, 14]"
"[51, 38, 54, 19, 14, 30]","[30, 14, 19, 54, 38, 51]"
"[17, 48, 4, 20, 6, 24, 60]","[60, 24, 6, 20, 4, 48, 17]"
"[10, 57, 18, 18, 48, 8, 13, 8]","[8, 13, 8, 48, 18, 18, 57, 10]"
"[58, 12, 37, 40, 27, 16, 44, 12, 32]","[32, 12, 44, 16, 27, 40, 37, 12, 58]"
"[60, 45, 49, 34]","[34, 49, 45, 60]"
"[24, 47, 9, 39, 48]","[48, 39, 9, 47, 24]"
"[32, 29, 34, 59, 29, 48]","[48, 29, 59, 34, 29, 32]"
"[16, 35, 57, 55, 25, 25, 60]","[60, 25, 25, 55, 57, 35, 16]"
"[19, 24, 24, 5, 55, 34, 58, 49]","[49, 58, 34, 55, 5, 24, 24, 19]"
"[12, 11, 22, 32, 45, 31, 25, 54, 35]","[35, 54, 25, 31, 45, 32, 22, 11, 12]"
"[50, 37, 26, 49]","[49, 26, 37, 50]"
"[50, 45, 26, 38, 44]","[44, 38, 26, 45, 50]"
"[55, 60, 31, 9, 45, 9]","[9, 45, 9, 31, 60, 55]"
"[31, 26, 15, 23, 48, 23, 25]","[25, 23, 48, 23, 15, 26, 31]"
"[29, 34, 35, 60, 16, 39, 27, 26]","[26, 27, 39, 16, 60, 35, 34, 29]"
"[53, 8, 14, 31, 57, 14, 4, 7, 57]","[57, 7, 4, 14, 57, 31, 14, 8, 53]"
"[12, 34, 40, 52]","[52, 40, 34, 12]"
"[16, 54, 44, 17, 29]","[29, 17, 44, 54, 16]"
"[25, 11, 34, 9, 43, 56]","[56, 43, 9, 34, 11, 25]"
"[40, 24, 8, 7, 27, 19, 17]","[17, 19, 27, 7, 8, 24, 40]"
"[42, 21, 18, 29, 53, 22, 20, 48]","[48, 20, 22, 53, 29, 18, 21, 42]"
"[23, 38, 46, 31, 54, 58, 42, 34, 25]","[25, 34, 42, 58, 54, 31, 46, 38, 23]"
"[12, 58, 40, 50]","[50, 40, 58, 12]"
"[26, 27, 49, 17, 50]","[50, 17, 49, 27, 26]"
"[11, 40, 7, 37, 49, 6]","[6, 49, 37, 7, 40, 11]"
"[6, 28, 48, 55, 51, 6, 38]","[38, 6, 51, 55, 48, 28, 6]"
"[26, 44, 13, 22, 48, 19, 30, 27]","[27, 30, 19, 48, 22, 13, 44, 26]"
"[46, 38, 22, 10, 16, 53, 6, 13, 54]","[54, 13, 6, 53, 16, 10, 22, 38, 46]"
"[41, 26, 12, 12]","[12, 12, 26, 41]"
"[60, 24, 19, 47, 46]","[46, 47, 19, 24, 60]"
"[41, 41, 7, 16, 46, 23]","[23, 46, 16, 7, 41, 41]"
"[24, 58, 12, 31, 19, 6, 49]","[49, 6, 19, 31, 12, 58, 24]"
"[48, 4, 15, 52, 34, 57, 37, 41]","[41, 37, 57, 34, 52, 15, 4, 48]"
"[40, 47, 51, 40, 46, 56, 30, 55, 4]","[4, 55, 30, 56, 46, 40, 51, 47, 40]"
"[49, 45, 5, 52]","[52, 5, 45, 49]"
"[57, 47, 16, 41, 42]","[42, 41, 16, 47, 57]"
"[56, 8, 18, 34, 23, 5]","[5, 23, 34, 18, 8, 56]"
"[20, 22, 46, 58, 29, 34, 5]","[5, 34, 29, 58, 46, 22, 20]"
"[35, 59, 50, 39, 54, 26, 28, 21]","[21, 28, 26, 54, 39, 50, 59, 35]"
"[51, 58, 59, 17, 48, 26, 11, 22, 31]","[31, 22, 11, 26, 48, 17, 59, 58, 51]"
"[4, 35, 43, 4]","[4, 43, 35, 4]"
"[17, 5, 55, 54, 34]","[34, 54, 55, 5, 17]"
"[54, 53, 47, 55, 36, 16]","[16, 36, 55, 47, 53, 54]"
"[46, 29, 53, 4, 38, 58, 41]","[41, 58, 38, 4, 53, 29, 46]"
"[20, 46, 16, 23, 12, 5, 31, 24]","[24, 31, 5, 12, 23, 16, 46, 20]"
"[16, 12, 28, 28, 60, 25, 20, 27, 16]","[16, 27, 20, 25, 60, 28, 28, 12, 16]"
"[56, 32, 24, 41]","[41, 24, 32, 56]"
"[43, 25, 39, 9, 42]","[42, 9, 39, 25, 43]"
"[42, 30, 56, 22, 33, 45]","[45, 33, 22, 56, 30, 42]"
"[38, 4, 26, 5, 10, 16, 24]","[24, 16, 10, 5, 26, 4, 38]"
"[60, 7, 35, 20, 12, 30, 27, 4]","[4, 27, 30, 12, 20, 35, 7, 60]"
"[27, 55, 40, 7, 4, 9, 35, 36, 10]","[10, 36, 35, 9, 4, 7, 40, 55, 27]"
"[4, 10, 5, 34]","[34, 5, 10, 4]"
"[48, 18, 13, 20, 23]","[23, 20, 13, 18, 48]"
"[33, 51, 48, 33, 23, 12]","[12, 23, 33, 48, 51, 33]"
"[24, 19, 44, 31, 32, 17, 43]","[43, 17, 32, 31, 44, 19, 24]"
"[18, 17, 18, 38, 58, 47, 58, 18]","[18, 58, 47, 58, 38, 18, 17, 18]"
"[56, 23, 10, 47, 8, 25, 12, 20, 42]","[42, 20, 12, 25, 8, 47, 10, 23, 56]"
"[31, 59, 58, 25]","[25, 58, 59, 31]"
"[29, 40, 51, 13, 18]","[18, 13, 51, 40, 29]"
"[56, 49, 60, 9, 31, 39]","[39, 31, 9, 60, 49, 56]"
"[46, 23, 54, 31, 42, 60, 27]","[27, 60, 42, 31, 54, 23, 46]"
"[6, 52, 32, 18, 30, 4, 48, 59]","[59, 48, 4, 30, 18, 32, 52, 6]"
"[50, 13, 45, 15, 57, 12, 48, 51, 49]","[49, 51, 48, 12, 57, 15, 45, 13, 50]"
"[28, 51, 47, 21]","[21, 47, 51, 28]"
"[14, 45, 44, 15, 46]","[46, 15, 44, 45, 14]"
"[36, 38, 54, 6, 42, 35]","[35, 42, 6, 54, 38, 36]"
"[13, 8, 55, 57, 37, 58, 30]","[30, 58, 37, 57, 55, 8, 13]"
"[58, 6, 58, 57, 13, 47, 41, 17]","[17, 41, 47, 13, 57, 58, 6, 58]"
"[38, 31, 9, 41, 46, 15, 8, 51, 12]","[12, 51, 8, 15, 46, 41, 9, 31, 38]"
"[46, 51, 33, 57]","[57, 33, 51, 46]"
"[41, 57, 39, 13, 16]","[16, 13, 39, 57, 41]"
"[6, 8, 24, 4, 29, 40]","[40, 29, 4, 24, 8, 6]"
"[13, 6, 24, 45, 17, 18, 25]","[25, 18, 17, 45, 24, 6, 13]"
"[47, 55, 45, 57, 48, 5, 12, 37]","[37, 12, 5, 48, 57, 45, 55, 47]"
"[10, 59, 41, 41, 21, 31, 12, 52, 42]","[42, 52, 12, 31, 21, 41, 41, 59, 10]"
"[57, 36, 59, 20]","[20, 59, 36, 57]"
"[35, 22, 39, 18, 8]","[8, 18, 39, 22, 35]"
"[25, 48, 36, 54, 6, 39]","[39, 6, 54, 36, 48, 25]"
"[52, 36, 27, 27, 5, 49, 59]","[59, 49, 5, 27, 27, 36, 52]"
"[58, 32, 34, 46, 4, 31, 39, 11]","[11, 39, 31, 4, 46, 34, 32, 58]"
"[54, 9, 58, 31, 46, 6, 32, 52, 53]","[53, 52, 32, 6, 46, 31, 58, 9, 54]"
"[27, 5, 37, 45]","[45, 37, 5, 27]"
"[14, 41, 6, 20, 5]","[5, 20, 6, 41, 14]"
"[57, 56, 9, 40, 21, 16]","[16, 21, 40, 9, 56, 57]"
"[41, 43, 11, 18, 49, 58, 9]","[9, 58, 49, 18, 11, 43, 41]"
"[17, 10, 40, 53, 29, 19, 17, 24]","[24, 17, 19, 29, 53, 40, 10, 17]"
"[37, 23, 44, 13, 13, 43, 17, 57, 23]","[23, 57, 17, 43, 13, 13, 44, 23, 37]"
"[10, 14, 22, 13]","[13, 22, 14, 10]"
"[5, 6, 10, 50, 10]","[10, 50, 10, 6, 5]"
"[25, 21, 39, 57, 4, 5]","[5, 4, 57, 39, 21, 25]"
"[15, 45, 40, 27, 57, 48, 42]","[42, 48, 57, 27, 40, 45, 15]"
"[30, 52, 51, 27, 60, 22, 45, 27]","[27, 45, 22, 60, 27, 51, 52, 30]"
"[14, 16, 57, 15, 7, 47, 39, 35, 30]","[30, 35, 39, 47, 7, 15, 57, 16, 14]"
"[21, 58, 45, 22]","[22, 45, 58, 21]"
"[32, 40, 5, 13, 49]","[49, 13, 5, 40, 32]"
"[60, 21, 19, 4, 20, 50]","[50, 20, 4, 19, 21, 60]"
"[32, 47, 46, 48, 9, 13, 11]","[11, 13, 9, 48, 46, 47, 32]"
"[29, 8, 52, 50, 33, 52, 9, 57]","[57, 9, 52, 33, 50, 52, 8, 29]"
"[10, 38, 56, 37, 36, 33, 48, 29, 24]","[24, 29, 48, 33, 36, 37, 56, 38, 10]"
"[42, 20, 38, 32]","[32, 38, 20, 42]"
"[33, 41, 19, 9, 15]","[15, 9, 19, 41, 33]"
"[8, 28, 22, 31, 31, 31]","[31, 31, 31, 22, 28, 8]"
"[54, 33, 36, 41, 54, 50, 45]","[45, 50, 54, 41, 36, 33, 54]"
"[55, 16, 5, 12, 22, 43, 51, 45]","[45, 51, 43, 22, 12, 5, 16, 55]"
"[5, 45, 15, 16, 8, 35, 13, 20, 12]","[12, 20, 13, 35, 8, 16, 15, 45, 5]"
"[8, 56, 21, 8]","[8, 21, 56, 8]"
"[49, 37, 28, 35, 6]","[6, 35, 28, 37, 49]"
"[30, 12, 30, 19, 33, 43]","[43, 33, 19, 30, 12, 30]"
"[11, 53, 22, 14, 6, 30, 35]","[35, 30, 6, 14, 22, 53, 11]"
"[58, 42, 5, 24, 23, 37, 13, 16]","[16, 13, 37, 23, 24, 5, 42, 58]"
"[60, 4, 47, 34, 13, 43, 48, 31, 26]","[26, 31, 48, 43, 13, 34, 47, 4, 60]"
"[55, 18, 24, 5]","[5, 24, 18, 55]"
"[29, 34, 46, 36, 27]","[27, 36, 46, 34, 29]"
"[53, 14, 13, 12, 52, 54]","[54, 52, 12, 13, 14, 53]"
"[5, 39, 42, 45, 32, 32, 13]","[13, 32, 32, 45, 42, 39, 5]"
"[56, 50, 6, 38, 5, 21, 26, 55]","[55, 26, 21, 5, 38, 6, 50, 56]"
"[33, 53, 53, 28, 20, 58, 23, 19, 21]","[21, 19, 23, 58, 20, 28, 53, 53, 33]"
"[13, 40, 46, 17]","[17, 46, 40, 13]"
"[31, 41, 9, 38, 9]","[9, 38, 9, 41, 31]"
"[9, 19, 37, 41, 28, 45]","[45, 28, 41, 37, 19, 9]"
"[19, 45, 13, 36, 60, 12, 59]","[59, 12, 60, 36, 13, 45, 19]"
"[36, 9, 48, 52, 46, 55, 17, 46]","[46, 17, 55, 46, 52, 48, 9, 36]"
"[21, 27, 18, 51, 26, 39, 32, 60, 31]","[31, 60, 32, 39, 26, 51, 18, 27, 21]"
"[56, 26, 54, 23]","[23, 54, 26, 56]"
"[6, 24, 57, 57, 46]","[46, 57, 57, 24, 6]"
"[42, 7, 41, 20, 19, 54]","[54, 19, 20, 41, 7, 42]"
"[4, 31, 5, 41, 17, 18, 23]","[23, 18, 17, 41, 5, 31, 4]"
"[13, 48, 6, 50, 35, 14, 33, 9]","[9, 33, 14, 35, 50, 6, 48, 13]"
"[29, 29, 15, 38, 25, 37, 56, 49, 54]","[54, 49, 56, 37, 25, 38, 15, 29, 29]"
"[33, 56, 47, 17]","[17, 47, 56, 33]"
"[10, 39, 42, 48, 58]","[58, 48, 42, 39, 10]"
"[41, 28, 23, 9, 34, 11]","[11, 34, 9, 23, 28, 41]"
"[8, 37, 52, 5, 39, 59, 53]","[53, 59, 39, 5, 52, 37, 8]"
"[30, 46, 30, 46, 38, 54, 44, 26]","[26, 44, 54, 38, 46, 30, 46, 30]"
"[34, 51, 8, 42, 35, 60, 46, 39, 26]","[26, 39, 46, 60, 35, 42, 8, 51, 34]"
"[20, 25, 17, 5]","[5, 17, 25, 20]"
"[4, 49, 42, 15, 47]","[47, 15, 42, 49, 4]"
"[23, 36, 52, 59, 54, 53]","[53, 54, 59, 52, 36, 23]"
"[15, 12, 19, 23, 25, 44, 28]","[28, 44, 25, 23, 19, 12, 15]"
"[23, 39, 23, 28, 8, 24, 36, 40]","[40, 36, 24, 8, 28, 23, 39, 23]"
"[28, 35, 31, 11, 49, 57, 48, 11, 44]","[44, 11, 48, 57, 49, 11, 31, 35, 28]"
"[36, 32, 48, 43]","[43, 48, 32, 36]"
"[29, 26, 38, 30, 53]","[53, 30, 38, 26, 29]"
"[41, 20, 40, 11, 45, 46]","[46, 45, 11, 40, 20, 41]"
"[53, 32, 4, 17, 59, 18, 42]","[42, 18, 59, 17, 4, 32, 53]"
"[31, 19, 53, 24, 5, 25, 29, 53]","[53, 29, 25, 5, 24, 53, 19, 31]"
"[47, 43, 25, 58, 48, 28, 23, 35, 50]","[50, 35, 23, 28, 48, 58, 25, 43, 47]"
"[15, 24, 12, 37]","[37, 12, 24, 15]"
"[49, 17, 47, 19, 36]","[36, 19, 47, 17, 49]"
"[24, 10, 48, 52, 53, 5]","[5, 53, 52, 48, 10, 24]"
"[54, 10, 54, 56, 58, 41, 13]","[13, 41, 58, 56, 54, 10, 54]"
"[15, 39, 36, 15, 55, 29, 10, 49]","[49, 10, 29, 55, 15, 36, 39, 15]"
"[24, 34, 27, 34, 55, 49, 39, 22, 39]","[39, 22, 39, 49, 55, 34, 27, 34, 24]"
"[60, 28, 37, 31]","[31, 37, 28, 60]"
"[42, 50, 18, 14, 27]","[27, 14, 18, 50, 42]"
"[5, 33, 22, 16, 30, 11]","[11, 30, 16, 22, 33, 5]"
"[49, 28, 32, 40, 22, 16, 39]","[39, 16, 22, 40, 32, 28, 49]"
"[17, 27, 18, 37, 51, 14, 23, 16]","[16, 23, 14, 51, 37, 18, 27, 17]"
"[44, 20, 18, 47, 47, 15, 56, 42, 13]","[13, 42, 56, 15, 47, 47, 18, 20, 44]"
"[57, 33, 11, 48]","[48, 11, 33, 57]"
"[49, 51, 10, 51, 51]","[51, 51, 10, 51, 49]"
"[47, 55, 44, 25, 45, 36]","[36, 45, 25, 44, 55, 47]"
"[56, 6, 33, 42, 14, 41, 57]","[57, 41, 14, 42, 33, 6, 56]"
"[58, 9, 30, 58, 5, 42, 52, 51]","[51, 52, 42, 5, 58, 30, 9, 58]"
"[51, 22, 39, 12, 22, 27, 38, 52, 9]","[9, 52, 38, 27, 22, 12, 39, 22, 51]"
"[4, 42, 28, 29]","[29, 28, 42, 4]"
"[43, 7, 23, 40, 4]","[4, 40, 23, 7, 43]"
"[58, 43, 45, 26, 55, 42]","[42, 55, 26, 45, 43, 58]"
"[45, 46, 16, 54, 4, 41, 18]","[18, 41, 4, 54, 16, 46, 45]"
"[9, 4, 11, 34, 54, 60, 51, 43]","[43, 51, 60, 54, 34, 11, 4, 9]"
"[54, 40, 43, 10, 33, 21, 46, 12, 10]","[10, 12, 46, 21, 33, 10, 43, 40, 54]"
"[59, 59, 10, 47]","[47, 10, 59, 59]"
"[37, 18, 31, 35, 28]","[28, 35, 31, 18, 37]"
"[15, 35, 10, 60, 38, 47]","[47, 38, 60, 10, 35, 15]"
"[59, 27, 7, 33, 20, 15, 35]","[35, 15, 20, 33, 7, 27, 59]"
"[53, 42, 30, 18, 25, 17, 41, 19]","[19, 41, 17, 25, 18, 30, 42, 53]"
"[28, 37, 27, 45, 11, 38, 48, 45, 28]","[28, 45, 48, 38, 11, 45, 27, 37, 28]"
"[5, 50, 15, 52]","[52, 15, 50, 5]"
"[34, 49, 51, 58, 49]","[49, 58, 51, 49, 34]"
"[26, 30, 44, 7, 11, 57]","[57, 11, 7, 44, 30, 26]"
"[60, 4, 10, 14, 5, 16, 49]","[49, 16, 5, 14, 10, 4, 60]"
"[17, 56, 55, 4, 49, 29, 22, 9]","[9, 22, 29, 49, 4, 55, 56, 17]"
"[8, 47, 40, 51, 22, 7, 39, 8, 26]","[26, 8, 39, 7, 22, 51, 40, 47, 8]"
"[12, 40, 58, 52]","[52, 58, 40, 12]"
"[34, 48, 14, 4, 56]","[56, 4, 14, 48, 34]"
"[59, 14, 29, 11, 43, 28]","[28, 43, 11, 29, 14, 59]"
"[48, 29, 19, 49, 15, 7, 22]","[22, 7, 15, 49, 19, 29, 48]"
"[28, 34, 24, 12, 14, 45, 60, 43]","[43, 60, 45, 14, 12, 24, 34, 28]"
"[24, 11, 40, 5, 13, 31, 20, 36, 43]","[43, 36, 20, 31, 13, 5, 40, 11, 24]"
"[55, 60, 27, 11]","[11, 27, 60, 55]"
"[38, 16, 12, 32, 23]","[23, 32, 12, 16, 38]"
"[8, 48, 57, 51, 23, 30]","[30, 23, 51, 57, 48, 8]"
"[19, 30, 15, 14, 4, 8, 57]","[57, 8, 4, 14, 15, 30, 19]"
"[25, 33, 30, 26, 39, 12, 50, 30]","[30, 50, 12, 39, 26, 30, 33, 25]"
"[23, 36, 4, 46, 19, 4, 5, 34, 54]","[54, 34, 5, 4, 19, 46, 4, 36, 23]"
"[41, 17, 6, 29]","[29, 6, 17, 41]"
"[20, 9, 32, 15, 14]","[14, 15, 32, 9, 20]"
"[19, 9, 24, 4, 38, 56]","[56, 38, 4, 24, 9, 19]"
"[43, 15, 56, 6, 42, 9, 43]","[43, 9, 42, 6, 56, 15, 43]"
"[14, 60, 41, 54, 23, 6, 26, 39]","[39, 26, 6, 23, 54, 41, 60, 14]"
"[52, 20, 56, 8, 41, 4, 51, 25, 41]","[41, 25, 51, 4, 41, 8, 56, 20, 52]"
"[13, 9, 29, 46]","[46, 29, 9, 13]"
"[51, 32, 37, 39, 58]","[58, 39, 37, 32, 51]"
"[22, 39, 51, 15, 47, 47]","[47, 47, 15, 51, 39, 22]"
"[16, 46, 28, 45, 47, 12, 6]","[6, 12, 47, 45, 28, 46, 16]"
"[4, 33, 21, 33, 29, 30, 10, 55]","[55, 10, 30, 29, 33, 21, 33, 4]"
"[51, 20, 25, 11, 55, 11, 50, 45, 8]","[8, 45, 50, 11, 55, 11, 25, 20, 51]"
"[50, 29, 9, 52]","[52, 9, 29, 50]"
"[38, 59, 33, 21, 15]","[15, 21, 33, 59, 38]"
"[37, 32, 4, 47, 23, 35]","[35, 23, 47, 4, 32, 37]"
"[33, 48, 9, 11, 12, 56, 23]","[23, 56, 12, 11, 9, 48, 33]"
"[41, 38, 35, 45, 26, 55, 55, 15]","[15, 55, 55, 26, 45, 35, 38, 41]"
"[7, 32, 21, 57, 11, 27, 47, 50, 9]","[9, 50, 47, 27, 11, 57, 21, 32, 7]"
"[21, 22, 22, 44]","[44, 22, 22, 21]"
"[38, 29, 19, 40, 11]","[11, 40, 19, 29, 38]"
"[35, 35, 46, 39, 4, 33]","[33, 4, 39, 46, 35, 35]"
"[45, 31, 43, 23, 14, 59, 51]","[51, 59, 14, 23, 43, 31, 45]"
"[11, 44, 18, 59, 38, 10, 25, 29]","[29, 25, 10, 38, 59, 18, 44, 11]"
"[13, 20, 49, 4, 60, 33, 23, 25, 14]","[14, 25, 23, 33, 60, 4, 49, 20, 13]"
"[33, 11, 59, 16]","[16, 59, 11, 33]"
"[42, 51, 10, 43, 42]","[42, 43, 10, 51, 42]"
